Letter,Drug Name,Price (₺),Prescription Required (hkt-küb),Prosp,Active Ingredient,ATC Code,Prescription Status,Pharmaceutical Company,Barcode,Last Update Date,Detail Page URL,Nasıl Kullanılmalı?,Hangi Hastalıklar İçin Kullanılır?
M,MINAMOL 120 MG/5 ML ORAL SUSPANSIYON 150 ML,"108,66",Yes,No,parasetamol,N02BE01,Beyaz Reçete ile satılır.,HUMANİS SAĞLIK ANONİM ŞİRKETİ,8680760700024,14 Kasım 2025,,Şurup formu özellikle çocuklar ve yutma güçlüğü çeken hastalar için uygundur. Ölçekli kaşık veya şırınga ile doğru dozaj ölçülerek alınmalıdır.,
M,MINAMOL FORT 250 MG/5 ML ORAL SUSPANSIYON 150 ML,"106,24",Yes,No,parasetamol,N02BE01,Beyaz Reçete ile satılır.,HUMANİS SAĞLIK ANONİM ŞİRKETİ,8680760700017,14 Kasım 2025,,Şurup formu özellikle çocuklar ve yutma güçlüğü çeken hastalar için uygundur. Ölçekli kaşık veya şırınga ile doğru dozaj ölçülerek alınmalıdır.,
M,MINAMOL PLUS 250 MG/150 MG/50 MG TABLET (30 TABLET),"307,94",Yes,No,parasetamol kombinasyon,R05X,Beyaz Reçete ile satılır.,HUMANİS SAĞLIK ANONİM ŞİRKETİ,8680760010024,14 Kasım 2025,,"Tabletler genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Çiğnenmemeli veya ezilmemelidir.",
M,"MINIRIN 0,1 MG / ML NAZAL SPREY, COZELTI (2,5 ML)","427,63",Yes,No,desmopressin,H01BA02,Beyaz Reçete ile satılır.,FERRİNG İLAÇ SANAYİ VE TİCARET LTD. ŞTİ.,8697621540330,14 Kasım 2025,,"Sprey formu, etkilenen bölgeye belirtilen mesafeden püskürtülerek kullanılır. Göz ve mukozalara temas ettirilmemelidir.",
M,MINIRIN MELT 120 MCG ORAL LİYOFİLİZAT 30 TABLET,"748,72",Yes,No,desmopressin,H01BA02,Beyaz Reçete ile satılır.,FERRİNG İLAÇ SANAYİ VE TİCARET LTD. ŞTİ.,8697621050235,14 Kasım 2025,,"Tabletler genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Çiğnenmemeli veya ezilmemelidir.",
M,MINIRIN MELT 240 MCG ORAL LIYOFILIZAT 30 TABLET,"1.452,16",Yes,No,desmopressin,H01BA02,Beyaz Reçete ile satılır.,FERRİNG İLAÇ SANAYİ VE TİCARET LTD. ŞTİ.,8697621050457,14 Kasım 2025,,"Tabletler genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Çiğnenmemeli veya ezilmemelidir.",
M,MINIRIN MELT 60 MCG ORAL LİYOFİLİZAT 30 TABLET,"389,26",Yes,No,desmopressin,H01BA02,Beyaz Reçete ile satılır.,FERRİNG İLAÇ SANAYİ VE TİCARET LTD. ŞTİ.,8697621050211,14 Kasım 2025,,"Tabletler genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Çiğnenmemeli veya ezilmemelidir.",
M,MINOPAR 120 MG/5 ML SURUP (150 ML),"53,35",Yes,No,parasetamol,N02BE01,Beyaz Reçete ile satılır.,BERAT BERAN İLAÇ SAN. VE TİC. LTD. ŞTİ.,8680150570138,14 Kasım 2025,,Şurup formu özellikle çocuklar ve yutma güçlüğü çeken hastalar için uygundur. Ölçekli kaşık veya şırınga ile doğru dozaj ölçülerek alınmalıdır.,
M,MINOPAR PLUS 250 MG/5 ML PEDIYATRIK ORAL SUSPANSIYON (150 ML),"102,08",Yes,No,parasetamol,N02BE01,Beyaz Reçete ile satılır.,BERAT BERAN İLAÇ SAN. VE TİC. LTD. ŞTİ.,8680150700061,14 Kasım 2025,,Şurup formu özellikle çocuklar ve yutma güçlüğü çeken hastalar için uygundur. Ölçekli kaşık veya şırınga ile doğru dozaj ölçülerek alınmalıdır.,
M,MINOSET 150MG/5 ML 100 ML PEDIATRIK SURUP,"79,37",Yes,No,parasetamol,N02BE01,Beyaz Reçete ile satılır.,BAYER TÜRK KİMYA SAN. LTD. ŞTİ.,8699546575589,14 Kasım 2025,,Şurup formu özellikle çocuklar ve yutma güçlüğü çeken hastalar için uygundur. Ölçekli kaşık veya şırınga ile doğru dozaj ölçülerek alınmalıdır.,Ağrı ve ateş düşürücü olarak kullanılır.
M,MINOSET 500 MG 20 TABLET,"55,74",Yes,No,parasetamol,N02BE01,Beyaz Reçete ile satılır.,BAYER TÜRK KİMYA SAN. LTD. ŞTİ.,8699546015597,14 Kasım 2025,,"Tabletler genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Çiğnenmemeli veya ezilmemelidir.",Ağrı ve ateş düşürücü olarak kullanılır.
M,MINOSET PLUS 30 TABLET,"307,94",Yes,No,parasetamol + kafein,N02BE51d,Beyaz Reçete ile satılır.,BAYER TÜRK KİMYA SAN. LTD. ŞTİ.,8699546015610,14 Kasım 2025,,"Tabletler genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Çiğnenmemeli veya ezilmemelidir.",Ağrı ve ateş düşürücü olarak kullanılır.
M,MINOXIL %2 DERI SPREYI,"684,96",No,No,minoksidil,D11AX01,Reçetesiz ile satılır.,HUMANİS SAĞLIK ANONİM ŞİRKETİ,8680760510081,14 Kasım 2025,,"Sprey formu, etkilenen bölgeye belirtilen mesafeden püskürtülerek kullanılır. Göz ve mukozalara temas ettirilmemelidir.",
M,MINOXIL FORTE %5 DERI SPREYI,"875,62",Yes,No,minoksidil,D11AX01,Reçetesiz ile satılır.,HUMANİS SAĞLIK ANONİM ŞİRKETİ,8680760510098,14 Kasım 2025,,"Sprey formu, etkilenen bölgeye belirtilen mesafeden püskürtülerek kullanılır. Göz ve mukozalara temas ettirilmemelidir.",
M,MIRANOVA 21 DRAJE,"320,96",Yes,Yes,Estradiol + levonorgestrel,G03FA11,Beyaz Reçete ile satılır.,BAYER TÜRK KİMYA SAN. LTD. ŞTİ.,8699546124411,14 Kasım 2025,,"Tabletler genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Çiğnenmemeli veya ezilmemelidir.",
M,MIRENA RAHİM İÇİ SİSTEM,"2.090,08",Yes,No,levonorgestrel -rahim içi,G02BA03,Beyaz Reçete ile satılır.,BAYER TÜRK KİMYA SAN. LTD. ŞTİ.,8699546326716,14 Kasım 2025,,"Tabletler genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Çiğnenmemeli veya ezilmemelidir.",
M,MIRTARON 30 MG 14 FİLM TABLET,"133,70",Yes,No,mirtazapin,N06AX11,Beyaz Reçete ile satılır.,SANOFİ İLAÇ SANAYİ ve TİC. A.Ş.,8699502092051,14 Kasım 2025,,"Tabletler genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Çiğnenmemeli veya ezilmemelidir.",
M,MIRTARON 30 MG 28 FİLM TABLET,"255,78",Yes,No,mirtazapin,N06AX11,Beyaz Reçete ile satılır.,SANOFİ İLAÇ SANAYİ ve TİC. A.Ş.,8699502092068,14 Kasım 2025,,"Tabletler genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Çiğnenmemeli veya ezilmemelidir.",
M,MISINTU 20 MG ENJEKSIYONLUK / INFUZYONLUK COZELTI HAZIRLAMAK ICIN TOZ (1 FLAKON),"2.175,36",Yes,No,mitomycin,L01DC03,Beyaz Reçete ile satılır.,KOÇSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699715772108,14 Kasım 2025,,Şurup formu özellikle çocuklar ve yutma güçlüğü çeken hastalar için uygundur. Ölçekli kaşık veya şırınga ile doğru dozaj ölçülerek alınmalıdır.,
M,MISOL 100 MG 28 FİLM TABLET,"241,46",Yes,No,sertralin,N06AB06,Beyaz Reçete ile satılır.,NOBEL İLAÇ SANAYİİ VE TİCARET A.Ş.,8699540092747,14 Kasım 2025,,"Tabletler genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Çiğnenmemeli veya ezilmemelidir.",
M,MISOL 50 MG 28 FİLM TABLET,"113,62",Yes,No,sertralin,N06AB06,Beyaz Reçete ile satılır.,NOBEL İLAÇ SANAYİİ VE TİCARET A.Ş.,8699540092716,14 Kasım 2025,,"Tabletler genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Çiğnenmemeli veya ezilmemelidir.",
M,"MITOLON %0.1 GOZ DAMLASI, SUSPANSIYON","92,02",Yes,No,fluorometholon -oftalmik,S01BA07,Beyaz Reçete ile satılır.,WORLD MEDICINE İLAÇ SAN. VE TİC. A.Ş.,8680199013771,14 Kasım 2025,,Şurup formu özellikle çocuklar ve yutma güçlüğü çeken hastalar için uygundur. Ölçekli kaşık veya şırınga ile doğru dozaj ölçülerek alınmalıdır.,
M,MITOMYCIN-C KYOWA 20 MG 1 FLAKON,"809,51",Yes,No,mitomycin,L01DC03,Beyaz Reçete ile satılır.,ONKO İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699650272046,14 Kasım 2025,,Ampul formu genellikle kas içi veya damar içi enjeksiyon için kullanılır. Mutlaka sağlık profesyoneli tarafından uygulanmalıdır.,
M,MITOXANTRONE-KOCAK 20 MG/10 ML IV INFUZYONLUK COZELTI ICEREN FLAKON,"2.997,09",Yes,No,mitoksantron,L01DB07,Beyaz Reçete ile satılır.,KOÇAK FARMA İLAÇ VE KİMYA SANAYİ A.Ş.,8699828770022,14 Kasım 2025,,Şurup formu özellikle çocuklar ve yutma güçlüğü çeken hastalar için uygundur. Ölçekli kaşık veya şırınga ile doğru dozaj ölçülerek alınmalıdır.,
M,MIVUX 100 MG 28 FİLM TABLET,"618,87",Yes,No,lamivudin,J05AF05,Beyaz Reçete ile satılır.,NOBEL İLAÇ SANAYİİ VE TİCARET A.Ş.,8699540099005,14 Kasım 2025,,"Tabletler genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Çiğnenmemeli veya ezilmemelidir.",
M,MIXAGIN 100 MG INFUZYONLUK COZELTI HAZIRLAMADA KULLANILACAK KONSANTRE ICIN TOZ (1 FLAKON),"3.589,48",Yes,No,mikafungin,J02AX05,Beyaz Reçete ile satılır.,CENTURİON İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8681735790477,14 Kasım 2025,,Şurup formu özellikle çocuklar ve yutma güçlüğü çeken hastalar için uygundur. Ölçekli kaşık veya şırınga ile doğru dozaj ölçülerek alınmalıdır.,
M,MIXAGIN 50 MG INFUZYONLUK COZELTI HAZIRLAMADA KULLANILACAK KONSANTRE ICIN TOZ,"2.224,05",Yes,No,,,,,,,,Şurup formu özellikle çocuklar ve yutma güçlüğü çeken hastalar için uygundur. Ölçekli kaşık veya şırınga ile doğru dozaj ölçülerek alınmalıdır.,
M,MIXOVUL 750 MG/200 MG /100 MG OVUL (7 OVUL),"299,39",Yes,No,metronidazol + mikonazol - vajinal,G01AF20,Beyaz Reçete ile satılır.,BİLİM İLAÇ SANAYİİ VE TİCARET A.Ş.,8699569900054,14 Kasım 2025,,"Tabletler genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Çiğnenmemeli veya ezilmemelidir.",
M,MIXTARD 30 HM 100 IU 5X3 ML 5 KARTUŞ,"699,51",Yes,No,insülin human -hızlı orta etkili kombine,A10AD01,Beyaz Reçete ile satılır.,NOVO NORDISK SAĞLIK ÜRÜNLERİ TİCARET LİMİTED ŞİRKETİ,8699676950447,14 Kasım 2025,,Şurup formu özellikle çocuklar ve yutma güçlüğü çeken hastalar için uygundur. Ölçekli kaşık veya şırınga ile doğru dozaj ölçülerek alınmalıdır.,
M,MIYADREN 75 MG/3 ML 10 AMPUL,"113,62",Yes,No,diklofenak,M01AB05,Beyaz Reçete ile satılır.,YAVUZ İLAÇ ECZA DEPOSU MEDİKAL ÜRÜNLER SANAYİ VE TİCARET A.Ş.,8698978750021,14 Kasım 2025,,Ampul formu genellikle kas içi veya damar içi enjeksiyon için kullanılır. Mutlaka sağlık profesyoneli tarafından uygulanmalıdır.,
M,MIYADREN 75 MG/3 ML 4 AMPUL,"81,67",Yes,No,diklofenak,M01AB05,Beyaz Reçete ile satılır.,YAVUZ İLAÇ ECZA DEPOSU MEDİKAL ÜRÜNLER SANAYİ VE TİCARET A.Ş.,8698978750014,14 Kasım 2025,,Ampul formu genellikle kas içi veya damar içi enjeksiyon için kullanılır. Mutlaka sağlık profesyoneli tarafından uygulanmalıdır.,
M,MIYADREN RETARD 100 MG 10 TABLET,"78,26",Yes,No,diklofenak,M01AB05,Beyaz Reçete ile satılır.,YAVUZ İLAÇ ECZA DEPOSU MEDİKAL ÜRÜNLER SANAYİ VE TİCARET A.Ş.,8698978030017,14 Kasım 2025,,"Tabletler genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Çiğnenmemeli veya ezilmemelidir.",
M,MIYASTU 180 MG UZATILMIS SALIMLI TABLET,"809,77",Yes,No,piridostigmin bromür,N07AA02,Beyaz Reçete ile satılır.,KOÇSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699715030017,14 Kasım 2025,,"Tabletler genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Çiğnenmemeli veya ezilmemelidir.",
M,"MIYELEKSOR 24 MG/1,2 ML S.C. ENJEKSIYONLUK COZELTI (1 FALKON)","95.678,06",Yes,No,pleriksafor,L03AX16,Kisitlanmiş Beyaz Reçete ile satılır.,VEM İLAÇ SAN. VE TİC. ANONİM ŞİRKETİ,8699844774967,14 Kasım 2025,,Şurup formu özellikle çocuklar ve yutma güçlüğü çeken hastalar için uygundur. Ölçekli kaşık veya şırınga ile doğru dozaj ölçülerek alınmalıdır.,
M,MIYOREL 20 TABLET,"82,66",Yes,Yes,parasetamol + metokarbamol,M03BA53,Beyaz Reçete ile satılır.,SANOFİ SAĞLIK ÜRÜNLERİ LTD. ŞTİ.,8699809018037,14 Kasım 2025,,"Tabletler genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Çiğnenmemeli veya ezilmemelidir.",
M,MODET 1000 MG FILM KAPLI TABLET (60 FILM KAPLI TABLET),"594,82",Yes,No,dobesilat kalsiyum,C05BX01,Beyaz Reçete ile satılır.,SANTA FARMA İLAÇ SAN. A.Ş.,8699527091190,14 Kasım 2025,,"Tabletler genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Çiğnenmemeli veya ezilmemelidir.",
M,MODET 500 MG 60 KAPSUL,"413,44",Yes,No,dobesilat kalsiyum,C05BX01,Beyaz Reçete ile satılır.,SANTA FARMA İLAÇ SAN. A.Ş.,8699527150217,14 Kasım 2025,,"Kapsüller genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Açılması veya çiğnenmesi önerilmez.",
M,MODIODAL 100 MG 30 TABLET,"514,74",Yes,No,modafinil,N06BA07,Beyaz Reçete ile satılır.,TEVA İLAÇLARI SANAYİ VE TİCARET A.Ş,8699638015207,14 Kasım 2025,,"Tabletler genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Çiğnenmemeli veya ezilmemelidir.",
M,MODIOGEN 100 MG TABLET,"514,63",Yes,No,modafinil,N06BA07,Beyaz Reçete ile satılır.,GEN İLAÇ VE SAĞLIK ÜRÜNLERİ SAN.VE TİC. A.Ş.,8699783010270,14 Kasım 2025,,"Tabletler genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Çiğnenmemeli veya ezilmemelidir.",
M,MODIOGEN 200 MG CENTIKLI TABLET (30 CENTIKLI TABLET),"1.003,50",Yes,No,modafinil,N06BA07,Beyaz Reçete ile satılır.,GEN İLAÇ VE SAĞLIK ÜRÜNLERİ SAN.VE TİC. A.Ş.,8699783010263,14 Kasım 2025,,"Tabletler genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Çiğnenmemeli veya ezilmemelidir.",
M,MODIVIGIL 100 MG TABLET (30 TABLET),"553,87",Yes,No,modafinil,N06BA07,Beyaz Reçete ile satılır.,ADEKA İLAÇ SANAYİ VE TİCARET A.Ş.,8699587013989,14 Kasım 2025,,"Tabletler genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Çiğnenmemeli veya ezilmemelidir.",
M,MODIVIGIL 200 MG 30 TABLET,"1.085,04",Yes,No,modafinil,N06BA07,Beyaz Reçete ile satılır.,ADEKA İLAÇ SANAYİ VE TİCARET A.Ş.,8699587013996,14 Kasım 2025,,"Tabletler genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Çiğnenmemeli veya ezilmemelidir.",
M,MODIWAKE 100 MG 30 TABLET,"571,22",Yes,No,modafinil,N06BA07,Beyaz Reçete ile satılır.,GENVEON İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699293012610,14 Kasım 2025,,"Tabletler genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Çiğnenmemeli veya ezilmemelidir.",
M,MODIWAKE 200 MG 30 TABLET,"1.085,04",Yes,No,modafinil,N06BA07,Beyaz Reçete ile satılır.,GENVEON İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699293012627,14 Kasım 2025,,"Tabletler genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Çiğnenmemeli veya ezilmemelidir.",
M,MODULEN IBD 400 GR,"311,30",No,No,beslenme solusyonu,V06DDxx,Beyaz Reçete ile satılır.,NESTLE TÜRKİYE GIDA SANAYİ ANONİM ŞİRKETİ,8690632990910,14 Kasım 2025,,"Krem formu, etkilenen bölgeye ince bir tabaka halinde sürülerek kullanılır. Kullanım öncesi bölge temiz ve kuru olmalıdır.",
M,MOFECEPT 250 MG 100 FILM TABLET,"1.101,03",Yes,No,mikofenolat,L04AA06,Beyaz Reçete ile satılır.,KOÇAK FARMA İLAÇ VE KİMYA SANAYİ A.Ş.,8699828090908,14 Kasım 2025,,"Tabletler genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Çiğnenmemeli veya ezilmemelidir.",
M,MOFECEPT 500 MG 50 FILM TABLET,"915,70",Yes,No,mikofenolat,L04AA06,Beyaz Reçete ile satılır.,KOÇAK FARMA İLAÇ VE KİMYA SANAYİ A.Ş.,8699828090915,14 Kasım 2025,,"Tabletler genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Çiğnenmemeli veya ezilmemelidir.",
M,MOFELOX 400 MG 7 FILM TABLET,"257,12",Yes,No,moksifloksasin,J01MA14,Beyaz Reçete ile satılır.,KOÇAK FARMA İLAÇ VE KİMYA SANAYİ A.Ş.,8699828090816,14 Kasım 2025,,"Tabletler genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Çiğnenmemeli veya ezilmemelidir.",
M,MOFELOX 400 MG/250 ML I.V. INFUZYONLUK COZELTI ( 1 ADET),"529,38",Yes,No,moksifloksasin,J01MA14,Beyaz Reçete ile satılır.,KOÇAK FARMA İLAÇ VE KİMYA SANAYİ A.Ş.,8699828690047,14 Kasım 2025,,Şurup formu özellikle çocuklar ve yutma güçlüğü çeken hastalar için uygundur. Ölçekli kaşık veya şırınga ile doğru dozaj ölçülerek alınmalıdır.,
M,"MOFLODEKSA 5 MG + 1 MG / ML GOZ DAMLASI,COZELTI","146,36",Yes,No,moksifloksasin + deksametazon,S01AX22x1,Beyaz Reçete ile satılır.,WORLD MEDICINE İLAÇ SAN. VE TİC. A.Ş.,8680199012729,14 Kasım 2025,,Şurup formu özellikle çocuklar ve yutma güçlüğü çeken hastalar için uygundur. Ölçekli kaşık veya şırınga ile doğru dozaj ölçülerek alınmalıdır.,
M,MOKSEFEN 400 MG 7 FILM TABLET,"234,25",Yes,No,moksifloksasin,J01MA14,Beyaz Reçete ile satılır.,İLKO İLAÇ SAN. VE TİC. A.Ş.,8699680090177,14 Kasım 2025,,"Tabletler genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Çiğnenmemeli veya ezilmemelidir.",
M,MOKSEFEN 400 MG/250 ML INF. SOLUSYONU,"529,38",Yes,No,moksifloksasin,J01MA14,Beyaz Reçete ile satılır.,İLKO İLAÇ SAN. VE TİC. A.Ş.,8699680690018,14 Kasım 2025,,Şurup formu özellikle çocuklar ve yutma güçlüğü çeken hastalar için uygundur. Ölçekli kaşık veya şırınga ile doğru dozaj ölçülerek alınmalıdır.,
M,MOKSILOX 400 MG/250 ML IV INF. ICIN COZELTI (250 ML SETSIZ),"687,54",Yes,No,moksifloksasin,J01MA14,Beyaz Reçete ile satılır.,POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,8699606694922,14 Kasım 2025,,Şurup formu özellikle çocuklar ve yutma güçlüğü çeken hastalar için uygundur. Ölçekli kaşık veya şırınga ile doğru dozaj ölçülerek alınmalıdır.,
M,MOLAR SODYUM BIKAR. 10 ML 10 AMPUL,"147,71",Yes,No,sodyum bikarbonat,B05XA02,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788750676,14 Kasım 2025,,Ampul formu genellikle kas içi veya damar içi enjeksiyon için kullanılır. Mutlaka sağlık profesyoneli tarafından uygulanmalıdır.,
M,MOLCEF 100 MG//5 ML ORAL SUSPANSIYON HAZIRLAMAK ICIN KURU TOZ 100 ML,"165,61",Yes,No,sefiksim,J01DD08,Beyaz Reçete ile satılır.,NEUTEC İLAÇ SANAYİ TİCARET ANONİM ŞİRKETİ,8680881286162,14 Kasım 2025,,Şurup formu özellikle çocuklar ve yutma güçlüğü çeken hastalar için uygundur. Ölçekli kaşık veya şırınga ile doğru dozaj ölçülerek alınmalıdır.,
M,MOLCEF 200 MG 20 FILM TABLET,"227,80",Yes,No,sefiksim,J01DD08,Beyaz Reçete ile satılır.,NEUTEC İLAÇ SANAYİ TİCARET ANONİM ŞİRKETİ,8680881095689,14 Kasım 2025,,"Tabletler genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Çiğnenmemeli veya ezilmemelidir.",
M,MOLCEF 400 MG FILM KAPLI TABLET (10 FILM KAPLI TABLET),"353,70",Yes,No,sefiksim,J01DD08,Beyaz Reçete ile satılır.,NEUTEC İLAÇ SANAYİ TİCARET ANONİM ŞİRKETİ,8680881094774,14 Kasım 2025,,"Tabletler genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Çiğnenmemeli veya ezilmemelidir.",
M,MOLCEF PLUS 400/125 MG 10 FILM KAPLI TABLET,"238,74",Yes,No,sefiksim + klavulanik asid,J01DD08x1,Beyaz Reçete ile satılır.,NEUTEC İLAÇ SANAYİ TİCARET ANONİM ŞİRKETİ,8680881094781,14 Kasım 2025,,"Tabletler genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Çiğnenmemeli veya ezilmemelidir.",
M,MOLIT 20 MG/ML IM/SC/IV ENJEKSIYONLUK COZELTI (6 ADET),"80,77",Yes,No,hiyosin-n-butilbromür,A03BB01,Beyaz Reçete ile satılır.,ADEKA İLAÇ SANAYİ VE TİCARET A.Ş.,8699587751362,14 Kasım 2025,,Şurup formu özellikle çocuklar ve yutma güçlüğü çeken hastalar için uygundur. Ölçekli kaşık veya şırınga ile doğru dozaj ölçülerek alınmalıdır.,
M,MOLIT PLUS 10 MG/500 MG TABLET (20 TABLET),"248,25",Yes,No,hiyosin-n-butilbromür + parasetamol,A03DB04,Beyaz Reçete ile satılır.,ADEKA İLAÇ SANAYİ VE TİCARET A.Ş.,8699587011350,14 Kasım 2025,,"Tabletler genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Çiğnenmemeli veya ezilmemelidir.",
M,MOLIT PLUS 10 MG/500 MG TABLET (30 TABLET),"323,77",Yes,No,hiyosin-n-butilbromür + parasetamol,A03DB04,Beyaz Reçete ile satılır.,ADEKA İLAÇ SANAYİ VE TİCARET A.Ş.,8699587093844,14 Kasım 2025,,"Tabletler genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Çiğnenmemeli veya ezilmemelidir.",
M,"MOMECON % 0,05 BURUN SPREYI ,SUSPANSIYON (18 G)","129,60",Yes,No,mometazon -nazal,R01AD09,Beyaz Reçete ile satılır.,BİLİM İLAÇ SANAYİİ VE TİCARET A.Ş.,8699569540069,14 Kasım 2025,,"Sprey formu, etkilenen bölgeye belirtilen mesafeden püskürtülerek kullanılır. Göz ve mukozalara temas ettirilmemelidir.",
M,"MOMECON %0,1 KREM","89,03",Yes,Yes,mometazon -topikal,D07AC13,Beyaz Reçete ile satılır.,BİLİM İLAÇ SANAYİİ VE TİCARET A.Ş.,8699569350095,14 Kasım 2025,,"Krem formu, etkilenen bölgeye ince bir tabaka halinde sürülerek kullanılır. Kullanım öncesi bölge temiz ve kuru olmalıdır.",
M,"MOMECON %0,1 LOSYON 30 ML","89,03",Yes,Yes,mometazon -topikal,D07AC13,Beyaz Reçete ile satılır.,BİLİM İLAÇ SANAYİİ VE TİCARET A.Ş.,8699569480037,14 Kasım 2025,,Şurup formu özellikle çocuklar ve yutma güçlüğü çeken hastalar için uygundur. Ölçekli kaşık veya şırınga ile doğru dozaj ölçülerek alınmalıdır.,
M,"MOMECON %0,1 POMAT 30 GR","65,43",Yes,Yes,mometazon -topikal,D07AC13,Beyaz Reçete ile satılır.,BİLİM İLAÇ SANAYİİ VE TİCARET A.Ş.,8699569380030,14 Kasım 2025,,"Krem formu, etkilenen bölgeye ince bir tabaka halinde sürülerek kullanılır. Kullanım öncesi bölge temiz ve kuru olmalıdır.",
M,"MOMESALIC % 0,1 + %5 MERHEM (45 G)","228,82",Yes,Yes,mometazon kombinasyon -topikal,D07XC03,Beyaz Reçete ile satılır.,BİLİM İLAÇ SANAYİİ VE TİCARET A.Ş.,8699569380054,14 Kasım 2025,,"Krem formu, etkilenen bölgeye ince bir tabaka halinde sürülerek kullanılır. Kullanım öncesi bölge temiz ve kuru olmalıdır.",
M,"MOMESY % 0,05 BURUN SPREYI, SUSPANSIYON (1 SISE)","129,31",Yes,No,mometazon -nazal,R01AD09,Beyaz Reçete ile satılır.,WORLD MEDICINE İLAÇ SAN. VE TİC. A.Ş.,8680199021073,14 Kasım 2025,,"Sprey formu, etkilenen bölgeye belirtilen mesafeden püskürtülerek kullanılır. Göz ve mukozalara temas ettirilmemelidir.",
M,"MOMETIX AQ %0,05 BURUN SPREYI, SUSPANSIYON 18 GR","129,60",Yes,No,mometazon -nazal,R01AD09,Beyaz Reçete ile satılır.,DROGSAN İLAÇLARI SAN. VE TİC. A.Ş.,8699580540024,14 Kasım 2025,,"Sprey formu, etkilenen bölgeye belirtilen mesafeden püskürtülerek kullanılır. Göz ve mukozalara temas ettirilmemelidir.",
M,"MONALIZ %0,05 BURUN SPREYI, COZELTI (18 G)","129,60",Yes,No,mometazon -nazal,R01AD09,Beyaz Reçete ile satılır.,DEVA HOLDİNG ANONİM ŞİRKETİ,8699525546234,14 Kasım 2025,,"Sprey formu, etkilenen bölgeye belirtilen mesafeden püskürtülerek kullanılır. Göz ve mukozalara temas ettirilmemelidir.",
M,MONDES 5/10 MG FILM TABLET (30 TABLET),"348,48",Yes,No,desloratin + montelukast,R03DC03b,Beyaz Reçete ile satılır.,HUMANİS SAĞLIK ANONİM ŞİRKETİ,8680760091856,14 Kasım 2025,,"Tabletler genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Çiğnenmemeli veya ezilmemelidir.",
